Pre-la-Joux: 6.7881017; 46.2332683!
L'Ouche: 4.3392637; 46.6200192!
La Blonde: 4.3366119; 46.6199578!
La Vigne: 4.3372883; 46.6211151!
La Combe: 6.0257761; 45.4212834!
La Perriere: 6.0245359; 45.4188159!
Chaffardon: 6.0222579; 45.4221106!
Le Bourg: 4.4498393; 46.5450889!
Le Rompoix: 4.4443417; 46.5446661!
Le Vieux Chateau: 4.4498137; 46.5473556!
Les Chenes: 4.4461671; 46.5453461!
Sous les Foyards: 4.4435318; 46.5458528!
La Choquetiere: 0.0965461; 47.4054575!
Le Barbot: 0.0857428; 47.4054751!
Parnay: 0.0918073; 47.4080057!
La Fontaine: 0.1133825; 47.3905209!
L'Aireau Fleury: 0.1035103; 47.3850958!
L'Auriere: 0.0956388; 47.3853709!
La Combauderie: 0.100243; 47.3853414!
La Thomasserie: 0.1074119; 47.3890558!
Lascaux: 1.4719904; 45.6491085!
La Croix Chaumet: 4.3067604; 46.6014164!
La Roche: 4.3014013; 46.6015898!
La Gare: 4.4559459; 46.5436033!
Conol: 3.9736488; 45.5725894!
Epinasse: 3.9048644; 45.6801414!
Fournaise: 2.1635351; 48.8899196!
Les Gatines Rouges: 1.5091921; 48.881532!
Les Quatres Croix: -1.0452158; 48.0381968!
Cestre: 4.7989427; 47.4343313!
Froideville: 4.791631; 47.4287181!
Le Champ de la Tour: 4.2426637; 46.5804918!
Champessuit: 6.378482; 45.2912795!
Montandre: 6.3728295; 45.2851682!
Courreau: 3.9234391; 45.6428755!
Cinq-Fonts: 4.8143331; 47.4532505!
Cheneroilles: 4.8136268; 47.4786866!
Pesselieres: 2.7798259; 47.2165005!
Samarue: 1.6466135; 45.7236757!
L'Echaillon: 6.3627489; 45.3051293!
La Ville: 6.3748756; 45.3086889!
Montberanger: 6.3691913; 45.3122796!
Saint-Jacques: 6.3792805; 45.3156492!
Mardilly: 2.6741026; 48.6513992!
Cordon: 2.674351; 48.6588221!
Les Combettes: 6.1454884; 44.6683209!
Villaret d'en Haut: 6.3675043; 45.3300222!
Le Belon: -3.705981; 47.8154268!
Le Praz: 6.3485887; 45.3168882!
Le Villaret d'en Bas: 6.3483999; 45.3134656!
Les Granges: 6.3513929; 45.3122512!
La Villette: 6.1623437; 44.6759185!
Linelais: -1.7773217; 47.8844109!
La Touche: -1.7711059; 47.8845425!
Le Domaine du Lac: 1.5885772; 50.4588179!
Les Molais: 4.2497154; 46.5821581!
Monthou-sur-Bievre: 1.29377; 47.47516!
Ouchamps: 1.30716; 47.47176!
Coulanges: 1.22247; 47.54253!
Seur: 1.33275; 47.50274!
Orchaise: 1.19827; 47.58987!
Saint-Lubin-en-Vergonnois: 1.23744; 47.61298!
Saint-Sulpice-de-Pommeray: 1.26825; 47.60714!
Saint-Bohaire: 1.26306; 47.64398!
Seillac: 1.15726; 47.54422!
Francay: 1.12543; 47.61754!
Saint-Etienne-des-Guerets: 1.06354; 47.59852!
Lancome: 1.12303; 47.64811!
Pray: 1.11672; 47.67592!
Villeporcher: 0.99277; 47.63964!
Saint-Claude-de-Diray: 1.4158; 47.61464!
Saint-Denis-sur-Loire: 1.38622; 47.62414!
Villerbon: 1.37176; 47.66175!
Lestiou: 1.58706; 47.73386!
Concriers: 1.4739; 47.77115!
Seris: 1.50103; 47.7562!
Le Bourg-Sud: 4.2366581; 46.5801551!
La Madeleine-Villefrouin: 1.41205; 47.78563!
Talcy: 1.44328; 47.76805!
Conan: 1.28637; 47.74785!
Rhodon: 1.26618; 47.75296!
Sainte-Gemmes: 1.27023; 47.79263!
Villeneuve-Frouville: 1.30785; 47.78598!
Faye: 1.1769833; 47.8024621!
Epiais: 1.25106; 47.80675!
Cite de Rozelay: 4.2742112; 46.6244693!
Roce: 1.14682; 47.80695!
Lignieres: 1.18225; 47.86512!
Lisle: 1.11581; 47.85236!
Ouzouer-le-Doyen: 1.33907; 47.94125!
Suevres: 1.4596; 47.66564!
Lorges: 1.4989794; 47.8227989!
Renay: 1.1653078; 47.8432195!
Saint-Laurent-des-Bois: 1.4478281; 47.8514582!
La Gardette: 2.6557606; 44.9988107!
Vialard: 2.6682299; 45.0080133!
La Celle Saint Cyr: 3.288876; 47.9748048!
Bois Le Bon: 0.069336; 46.312102!
Rahart: 1.0669413; 47.87066!
Prenouvellon: 1.5382774; 47.9689134!
Semerville: 1.3797289; 47.9328042!
Vievy-le-Raye: 1.3144108; 47.8646534!
Malatrait: -0.8452744; 46.8134059!
Tavers: 1.6134223; 47.7580043!
Faure: 3.9587944; 45.0090307!
Le Roure: 3.9844692; 45.003382!
Les Avits: 3.9752226; 44.9968934!
Les Boiroux: 3.9676653; 45.0005567!
Rohac: 3.9548994; 44.9945662!
Souvigny-en-Sologne: 2.16355; 47.64399!
Yvoy-le-Marron: 1.85211; 47.63234!
La Ferte-Beauharnais: 1.85007; 47.5414!
Neung-sur-Beuvron: 1.80369; 47.53463!
Langon: 1.82648; 47.28368!
Loreux: 1.83059; 47.39897!
Gievres: 1.6679; 47.27567!
Monthou-sur-Cher: 1.29389; 47.34641!
Thesee: 1.30249; 47.32582!
Faverolles-sur-Cher: 1.18481; 47.32044!
Oisly: 1.37606; 47.389!
La Tannerie: 4.4434658; 46.4794706!
Le Bertillon: 4.4341735; 46.4800987!
Le Bourg: 4.4372492; 46.4821472!
Creux au Merle: 4.5989482; 46.3937219!
L'Epine: 4.6005502; 46.3919157!
La Priale: 4.6008727; 46.3904267!
Le Bourg: 4.6771655; 46.512624!
Le Paradis: 4.6024071; 46.393086!
Le Vegny: 4.6036418; 46.3924786!
Les Quatre Chemins: 4.6049401; 46.3908835!
Pre de la Maison: 4.598751; 46.3909061!
Nantilly: 1.4762512; 48.8965396!
La Pouge: 1.5248947; 42.9535132!
Pujol: 1.5215342; 42.9532312!
Le Bourg: -0.114257; 44.8562716!
Coumelarip: 1.5289004; 42.9600981!
Villeny: 1.7550394; 47.6228086!
Montrieux-en-Sologne: 1.7236858; 47.5531366!
La Calmette: 2.543215; 44.3197044!
Le Bourg: 4.44228; 46.4011153!
Le Champ Boudion: 4.4409212; 46.3993802!
Les Goujats: 4.4384856; 46.4025381!
Les Pommiers: 4.445566; 46.4075988!
Le Bourg: 4.4938886; 46.0991445!
Uzein: -0.433093; 43.3990441!
Virazeil: 0.2187273; 44.5068553!
Samazan: 0.1126384; 44.4337707!
Montpouillan: 0.105278; 44.4682194!
Serres: 3.9195634; 44.6198711!
Saint-Eutrope-de-Born: 0.6988382; 44.5688481!
Arbus: -0.5061794; 43.3330948!
Siros: -0.4823826; 43.3447592!
Artiguelouve: -0.4726674; 43.320145!
Aubertin: -0.4825286; 43.2747736!
Laroin: -0.4439396; 43.3063126!
Chevroches: 3.54543; 47.44948!
La Maison-Dieu: 3.64585; 47.41295!
Saint-Aubin-des-Chaumes: 3.75166; 47.39251!
Nuars: 3.69188; 47.38298!
Metz-le-Comte: 3.63895; 47.39049!
Asnois: 3.59661; 47.39791!
Saint-Agnan: 4.09483; 47.31776!
Chalaux: 3.91115; 47.33826!
Empury: 3.82128; 47.35063!
Saint-Martin-du-Puy: 3.86738; 47.33409!
Neuffontaines: 3.73501; 47.3386!
Saizy: 3.70348; 47.35771!
Les Doguins: 0.5569298; 47.4007562!
Talon: 3.5587871; 47.3332608!
Parigny-la-Rose: 3.44224; 47.32748!
Chateauneuf-Val-de-Bargis: 3.2261922; 47.2823222!
Nannay: 3.19043; 47.26155!
Vielmanay: 3.11374; 47.26615!
Gouloux: 4.07603; 47.23871!
Magny-Lormes: 3.75432; 47.29887!
Chaumot: 3.64661; 47.25631!
Moraches: 3.54767; 47.27932!
Michaugues: 3.51978; 47.26775!
Champallement: 3.48771; 47.23187!
Arthel: 3.4085; 47.24388!
Arzembouy: 3.36752; 47.24492!
Giry: 3.36471; 47.22062!
La Maisonnette: -0.7032977; 46.3935943!
Oulon: 3.39759; 47.19891!
Arbourse: 3.22608; 47.24798!
Dompierre-sur-Nievre: 3.25115; 47.23803!
Murlin: 3.17965; 47.20305!
Varennes-les-Narcy: 3.07135; 47.21487!
Narcy: 3.0694584; 47.2366464!
Bulcy: 3.02776; 47.2428!
Steye: 6.9512547; 47.7914444!
Saint-Faust: -0.4509638; 43.269916!
Romprey: 4.9021833; 47.7100393!
Thorey: 4.8896616; 47.639709!
Annay: 2.93221; 47.53535!
Arquian: 2.98804; 47.54077!
Bitry: 3.08101; 47.49033!
Saint-Verain: 3.05577; 47.48045!
Myennes: 2.93365; 47.44623!
Saint-Loup: 3.00265; 47.44535!
Saint-Quentin-sur-Nohain: 3.02252; 47.34723!
Saint-Malo-en-Donziois: 3.26739; 47.31271!
Sainte-Colombe-des-Bois: 3.14033; 47.32194!
Marcy: 3.4082919; 47.3204294!
Lavault-de-Fretoy: 4.0127; 47.10513!
Planchez: 4.0163934; 47.1363033!
Blismes: 3.8198604; 47.1317285!
Epiry: 3.72231; 47.18203!
Mouron-sur-Yonne: 3.74089; 47.18912!
Sardy-les-Epiry: 3.7; 47.19297!
La Collancelle: 3.6400881; 47.1747607!
Vitry-Lache: 3.56404; 47.20002!
Sichamps: 3.27584; 47.15515!
Poiseux: 3.23081; 47.11923!
Saint-Aubin-les-Forges: 3.2013824; 47.1410052!
Saint-Martin-d'Heuille: 3.22527; 47.05442!
Urzy: 3.2048807; 47.0612394!
Tronsanges: 3.05275; 47.11225!
Mars-sur-Allier: 3.08794; 46.85563!
Saincaize-Meauce: 3.08277; 46.90696!
Langeron: 3.08393; 46.81061!
Livry: 3.07208; 46.77461!
Azy-le-Vif: 3.22939; 46.78521!
Neuville-les-Decize: 3.31451; 46.7697!
Toury-sur-Jour: 3.23963; 46.72846!
Dornes: 3.3523467; 46.7153387!
Saint-Parize-en-Viry: 3.35632; 46.75157!
Lucenay-les-Aix: 3.4836138; 46.7036877!
Toury-Lurcy: 3.4250008; 46.7389111!
Beard: 3.32686; 46.8624!
Druy-Parigny: 3.3663723; 46.8686236!
Sougy-sur-Loire: 3.3905581; 46.8559168!
Trois-Vevres: 3.4184551; 46.9118396!
Frasnay-Reugny: 3.50928; 46.9977!
Chougny: 3.76061; 47.08905!
Sermages: 3.84264; 47.02366!
Fachin: 3.9674; 47.00557!
Glux-en-Glenne: 4.02964; 46.95641!
Larochemillay: 4.0018239; 46.8770954!
Montigny-sur-Canne: 3.65456; 46.93214!
Vandenesse: 3.7614213; 46.9127721!
Montaron: 3.74855; 46.88475!
Semelay: 3.85046; 46.85162!
Avree: 3.8692711; 46.8183929!
Lanty: 3.8404787; 46.8096266!
Remilly: 3.8142165; 46.818734!
Flety: 3.90325; 46.78999!
Tazilly: 3.9143995; 46.7653573!
Savigny-Poil-Fol: 3.85723; 46.78134!
Ternant: 3.83839; 46.74996!
Saint-Seine: 3.82374; 46.73386!
Charrin: 3.59777; 46.78838!
Devay: 3.54813; 46.80574!
Saint-Hilaire-Fontaine: 3.62636; 46.76662!
Fours: 3.7209393; 46.8170837!
Montambert: 3.6762; 46.76994!
Thaix: 3.70865; 46.84628!
Saint-Ouen: 1.5257938; 48.8460822!
Hameau des Metairies: 4.4687077; 46.0803018!
La Ville: 4.4637907; 46.0857053!
Le Bourg: 4.4663156; 46.086788!
Les Metairies: 4.4708261; 46.0801504!
Chapeauroux: 3.738327; 44.8380949!
Laforet: 4.8523983; 47.742193!
Sauqueuse Saint-Lucien: 2.0661218; 49.5189907!
Nousty: -0.2098928; 43.2678288!
La Poingt: 6.2663368; 45.1989816!
Les Cotes: 6.2568911; 45.2034558!
La Curiaz: 6.2562901; 45.2052963!
Les Chambons: 6.2631777; 45.2057308!
Bougarber: -0.4734839; 43.3982853!
Espechede: -0.1838943; 43.3172072!
Lucgarier: -0.1920942; 43.2364436!
Le Mont de Soissons: 3.4462066; 49.3228335!
Ferme de l'Epitaphe: 3.4380527; 49.3107201!
Les Mirats: 3.2783568; 48.8675448!
Lochere: 4.8401588; 47.5773882!
Le Villard: 6.282854; 45.2028174!
La Chal: 6.2604693; 45.2157315!
Neussargues: 2.9737185; 45.1298575!
Laveyssiere: 0.4404461; 44.9405839!
Gouzy: 1.3578111; 43.0553842!
Amou: -0.7475291; 43.59266!
Aureilhan: -1.2045542; 44.2198078!
Azur: -1.3030524; 43.7988816!
Bas-Mauco: -0.5556358; 43.7964913!
Castaignos-Souslens: -0.6509482; 43.5858559!
Caupenne: -0.7457624; 43.6831658!
Eyres-Moncube: -0.5512519; 43.71971!
Gastes: -1.1472497; 44.3256264!
Haut-Mauco: -0.5562137; 43.8262537!
Herm: -1.1448708; 43.8066637!
Labastide-Chalosse: -0.6105702; 43.6113932!
Lamothe: -0.6536457; 43.7904736!
Lauret: -0.3446511; 43.5619895!
Le Vignau: -0.2892098; 43.7768434!
Luglon: -0.7189995; 44.0818985!
Mano: -0.6726434; 44.4165387!
Mauvezin-d'Armagnac: -0.1205775; 43.9522571!
Montegut: -0.1996275; 43.8742888!
Peyre: -0.547622; 43.566609!
Pujo-le-Plan: -0.3325911; 43.8625278!
Puyol-Cazalet: -0.407531; 43.6036533!
Saint-Cricq-du-Gave: -1.0133016; 43.533633!
Saint-Maurice-sur-Adour: -0.4684683; 43.7869239!
Saint-Michel-Escalus: -1.2618375; 43.8921149!
Sainte-Foy: -0.3325117; 43.9360297!
Sorbets: -0.3295916; 43.6341917!
Vieux-Boucau-les-Bains: -1.4044029; 43.7853776!
Arthez-d'Armagnac: -0.2597456; 43.8941479!
Arx: 0.074535; 44.1060117!
Betbezer-d'Armagnac: -0.1718661; 43.9758399!
Bourriot-Bergonce: -0.2506786; 44.1271692!
Cere: -0.5350767; 43.9912024!
Escalans: 0.0412473; 44.0133078!
Gabarret: 0.0103301; 43.9852992!
Lucbardez-et-Bargues: -0.4030325; 43.9707394!
Rimbez-et-Baudiets: 0.0510168; 44.0517131!
Saint-Cricq-Villeneuve: -0.3531883; 43.8906067!
Saint-Julien-d'Armagnac: -0.1297056; 43.9828761!
Vielle-Soubiran: -0.1855255; 44.0440177!
Ferme de Crasnes: 3.3545171; 49.5387019!
Ferme de Rozieres: 3.3618051; 49.5500382!
La Vallee du Chene: 3.3315665; 49.5351287!
Sergeac: 1.1065347; 45.0027761!
Grand-Vallee: 4.7895582; 47.5570535!
Le Dime: 4.7208534; 46.2125071!
Robert: 4.6675674; 45.0191665!
Ceriser: 4.6577699; 45.0207164!
Les Prats: 4.6713416; 45.020963!
Tincey: 4.6617443; 45.0249188!
Ratier: 4.6712919; 45.0149078!
Les Chaumetieres: 4.6697249; 45.0232425!
Les Touts: 4.67511; 45.013483!
Montchal: 4.6769827; 45.0240361!
Les Chataigniers: 4.6717747; 45.0194393!
Les Croix: 4.6888121; 45.0139597!
Favard: 4.6726008; 45.0230188!
Estezet: 4.6824338; 45.0101026!
Rochegude: 4.6766939; 45.0171831!
Michon le Haut: 4.6621075; 45.0098992!
Auvillar: 0.9004223; 44.0702379!
Carbonnieres: 1.1136608; 44.1492776!
Espis: 1.1113479; 44.1347672!
Le Tuc: 1.1124424; 44.1449704!
Montret: 1.1324871; 44.1219357!
Leyraudie: 0.3104892; 45.1512669!
Le Peu de la Crou: 2.5121472; 46.3488451!
Font Claude: 2.5173126; 46.3477607!
Beaumont: 2.5019538; 46.3534339!
Les Graves: 2.4921154; 46.3587434!
La Croze: 2.5042497; 46.3670876!
Les Chezeaux: 2.508574; 46.3544924!
Les Melettes: 2.4835978; 46.366372!
Les Bregettes: 2.5302237; 46.3466829!
La Foucherie: 0.6018026; 48.0986197!
Les Carreaux: 0.5841376; 48.1003538!
La Tuilerie: 0.5895066; 48.0992706!
Les Couchetrans: 0.576753; 48.1024555!
L'Aubraye: 0.5956942; 48.1036878!
Le Gibet: 0.5801969; 48.100747!
Champ Clos-Ouest: 4.7219742; 46.1126008!
L'Abbaye: 4.7435893; 46.1024686!
La Ville-Est: 4.7477827; 46.1074281!
Chiron: -0.051736; 45.1034241!
Grand Maudet: -0.0678711; 45.0901726!
Talon: -0.1103562; 45.1489332!
Gouzilh: -0.0241403; 45.1477225!
Bonnin: -0.0442676; 45.1100582!
Les Michons: -0.1033395; 45.1363416!
La Vergne: -0.1276725; 45.1485246!
Pepin: -0.0553838; 45.1254262!
Sarrasin: -0.1210636; 45.1389602!
Le Maine Dufour: -0.0361362; 45.1498102!
Les Chagnasses: -0.1151986; 45.1439318!
Frappier: -0.1124161; 45.134146!
Rossignou: -0.0851853; 45.1468455!
La Treille: -0.0382166; 45.1380369!
La Moulinasse: -0.0323381; 45.1224147!
Cite Labastide Turon de Gloire: -0.0496603; 43.1009867!
Lascaux: 1.648952; 45.7075587!
Tronche: 1.6368426; 45.7086982!
Les Roches: 2.4323323; 48.4712375!
Bussy: 1.6590974; 45.6978969!
Penero: -2.7921284; 47.5979786!
La Hurette: -1.8068906; 49.4260684!
Andonville: 2.0308465; 48.270129!
Augerville-la-Riviere: 2.4361843; 48.2510791!
Boisseaux: 1.986893; 48.2564628!
Champoulet: 2.9188492; 47.6580567!
Chapelon: 2.5775826; 48.0365257!
Combleux: 1.9914335; 47.9002736!
Corquilleroy: 2.6989993; 48.0443721!
Coudray: 2.3682505; 48.2716788!
Coudroy: 2.4675169; 47.9068718!
Cesarville-Dossainville: 2.27505; 48.26032!
Dammarie-en-Puisaye: 2.8704885; 47.6263986!
Escrignelles: 2.8212121; 47.7147114!
Estouy: 2.3256751; 48.1878014!
Freville-du-Gatinais: 2.4436923; 48.0234041!
Gondreville: 2.6537684; 48.049841!
Grangermont: 2.4249579; 48.1892917!
Langesse: 2.6593127; 47.8200818!
Les Choux: 2.6758426; 47.796965!
Leouville: 2.0872952; 48.2230863!
Mignerette: 2.6011736; 48.0546088!
Migneres: 2.6241455; 48.0465706!
Moulon: 2.5901663; 48.0192969!
Nevoy: 2.5857372; 47.7133729!
Ondreville-sur-Essonne: 2.4078385; 48.2001619!
Orville: 2.438761; 48.2430264!
Pannecieres: 2.14651; 48.29275!
Presnoy: 2.553829; 47.9555786!
Ramoulu: 2.2936813; 48.2252538!
Saint-Brisson-sur-Loire: 2.6835896; 47.6469679!
Saint-Loup-des-Vignes: 2.4212996; 48.040558!
Saint-Michel: 2.3797519; 48.0676219!
Seichebrieres: 2.26832; 47.96871!
Thou: 2.9076132; 47.5790082!
Vannes-sur-Cosson: 2.2106866; 47.7143879!
Burnaize: 4.6778844; 46.3016061!
Les Haires: 4.6500354; 46.2868822!
Les Jonnets: 4.6433924; 46.2920008!
Les Millards: 4.6497397; 46.2966779!
Montgerauds: 4.6426314; 46.2834335!
Vers le Bois: 4.6599971; 46.2913615!
Vieux Chateau: 4.6577142; 46.287512!
L'Ouvrardiere: -1.5988573; 47.0293075!
La Perdriere: -0.0656812; 48.6150938!
Poix: 1.3807032; 47.3704797!
Cauticotte: -1.5459189; 49.2981783!
La Valoiserie: -1.5600891; 49.2963657!
Le Moulin: -1.5706073; 49.3006546!
Sainte-Catherine: -1.5402552; 49.3019546!
La Butte: -1.4218966; 49.2744669!
Le Village de l'Eglise: -1.4554098; 49.2729202!
Les Landes: -1.4440627; 49.2951006!
La Gouesliniere: -1.5783944; 49.1104562!
La Tour: 4.4745231; 46.0352145!
Corgeat: 5.1726873; 46.5784202!
Les Fromentieres: 6.2733922; 45.2450004!
Le Cruet: 6.2747927; 45.2343796!
Les Grandes Ferrieres: -0.7169069; 47.46324!
Les Aireaux: -0.7198399; 47.4649194!
Hameau Daubree: -1.5863113; 49.09737!
Hameau Laisney: -1.5845771; 49.0958582!
Hameau Laurier: -1.5882575; 49.0875291!
Hameau Noel: -1.5922488; 49.0870938!
L'Ozellerie: -1.5847124; 49.1003966!
La Brocqueterie: -1.5876331; 49.096779!
La Grande Jeannerie: -1.5832241; 49.0987232!
La Grande Yberterie: -1.5474533; 49.1069684!
La Laisnerie: -1.5606454; 49.1080711!
La Petite Yberterie: -1.5588833; 49.1062821!
La Rue Barre: -1.5936475; 49.0925238!
Le Hameau Gosselin: -1.5814636; 49.1002743!
Le Haut de Gouville: -1.5530514; 49.0975096!
Le Pristonnerie: -1.5780156; 49.09066!
Les Landelles: -1.585209; 49.0866522!
Montcarville: -1.5760504; 49.1005108!
Village Bouleng: -1.5970027; 49.0893357!
La Fouquetterie: -0.7064615; 47.4701665!
La Gohardiere: -0.7003539; 47.4653042!
Le Prieure: -0.7353101; 47.4686033!
Les Godilleries: -0.7543951; 47.4701403!
Bondaroy: 2.2740231; 48.1756679!
Courcelles: 2.3172437; 48.0961861!
Dampierre-en-Burly: 2.517088; 47.760981!
Desmonts: 2.4970462; 48.2263085!
Guigneville: 2.1761811; 48.2062256!
La Neuville-sur-Essonne: 2.3750353; 48.1865824!
Labrosse: 2.3902162; 48.2442296!
Marsainvilliers: 2.2839196; 48.2212965!
Morville-en-Beauce: 2.1719321; 48.2498185!
Treilles-en-Gatinais: 2.6593899; 48.0785201!
Vieilles-Maisons-sur-Joudry: 2.443012; 47.8850412!
Les Petites Ferrieres: -0.71612; 47.4607922!
La Briantais: -0.7345; 47.4708585!
La Saintonnerie: -0.7376241; 47.4689826!
La Touche aux Anes: -0.7214576; 47.4760015!
Les Landes: -0.7006528; 47.4723066!
Village Quintaine: -1.4805592; 49.0838254!
Village au Clere: -1.4843156; 49.0934971!
Village aux Roux: -1.4966417; 49.0951!
Les Crevasses: 6.2740958; 45.2497682!
La Rousse: 0.1512691; 47.3854721!
Le Maroir: 0.1471962; 47.3864412!
Les Grattons: 3.2876475; 48.5360238!
La Rue Bernier: 0.1341062; 47.3930459!
Le Chatelier: 0.1354794; 47.3907894!
La Beillardiere: 0.1561928; 47.3877399!
La Chataigneraie: 0.1284622; 47.3940802!
La Fermerie: 0.1304803; 47.3997139!
La Goupilliere: 0.1183493; 47.3955227!
La Maison Neuve: 0.1540566; 47.3997267!
Chateau de Chaumont: 0.1724049; 47.3644701!
Bignon de Vert: 0.1493327; 47.4057141!
La Taudonniere: 0.1579674; 47.407146!
Coat Melen: -3.7358212; 47.8172586!
Kergoalec: -3.7311948; 47.8176231!
Kervadec: -3.7302346; 47.8106446!
Penquerneo: -3.7338459; 47.8095684!
Bordeaux-en-Gatinais: 2.5261259; 48.0986753!
Cerdon: 2.3610106; 47.6353045!
Courtempierre: 2.6132506; 48.1025741!
Le Moulinet-sur-Solin: 2.625934; 47.8371631!
Montliard: 2.3966574; 48.018834!
Ouzouer-sous-Bellegarde: 2.4662857; 47.9921074!
Viglain: 2.3026499; 47.7274474!
Villemoutiers: 2.5578404; 47.9953557!
Villemurlin: 2.3350722; 47.6843802!
Villevoques: 2.6269358; 48.0287508!
Champlong: 6.2880525; 45.2423139!
Chateau de Courleon: 0.1364079; 47.3955898!
Les Champs Maillard: 0.1380316; 47.3975405!
Les Pieds Fourches: 0.1407905; 47.396545!
La Houssaye: -1.4292668; 49.0986551!
La Violette de Bas: -1.4861187; 49.107868!
La Violette de Haut: -1.4882736; 49.1061068!
L'Alpettaz: 6.3024403; 45.2555163!
La Rochette: 6.2905712; 45.2570157!
Les Anselmes: 6.2934798; 45.2522765!
Measnes: 1.777258; 46.4163935!
Crozant: 1.6205; 46.39081!
Malval: 1.88425; 46.34957!
Nouzerolles: 1.74046; 46.38139!
Jouillat: 1.93548; 46.2564!
Saint-Fiel: 1.8949059; 46.2128086!
Gartempe: 1.7367; 46.1499!
La Brionne: 1.78685; 46.16756!
Saint-Silvain-Montaigut: 1.75114; 46.14195!
Fleurat: 1.67881; 46.2402!
Bussiere-Saint-Georges: 2.14356; 46.39954!
Nouzerines: 2.108074; 46.3884921!
Saint-Marien: 2.224388; 46.4204618!
Le Suel: 6.3076591; 45.2517015!
Leyrat: 2.29243; 46.36184!
Boussac-Bourg: 2.23392; 46.36056!
Boussac: 2.21458; 46.34872!
Saint-Silvain-Bas-le-Roc: 2.22653; 46.33079!
Lavaufranche: 2.27087; 46.32028!
Soumans: 2.30621; 46.30069!
Toulx-Sainte-Croix: 2.2129; 46.28477!
Sabrons: -0.1438846; 45.0790665!
Kerlagathu: -3.7200687; 47.8126069!
La Bise: 6.3118397; 45.2447886!
L'Hotel Renouf: -1.582737; 49.1126902!
La Bissonnerie: -1.5811402; 49.1142505!
La Portiere: -1.5825678; 49.1229347!
La Riviere: -1.5856771; 49.1173551!
Le Mesnil: -1.5783963; 49.1257781!
Le Roulland: -1.5838488; 49.1193618!
Sagnat: 1.6279; 46.30354!
Saint-Germain-Beaupre: 1.545348; 46.3083468!
Saint-Priest-la-Feuille: 1.5357913; 46.2009413!
Vareilles: 1.47596; 46.29981!
Saint-Maurice-la-Souterraine: 1.4306748; 46.2149768!
Arrenes: 1.569; 46.07135!
Saint-Goussaud: 1.57757; 46.03994!
Ceyroux: 1.66477; 46.07072!
Mourioux-Vieilleville: 1.6448448; 46.0769776!
L'Hotel du Pont: -1.547069; 49.0892597!
La Boulangerie: -1.537716; 49.1045387!
La Lainerie: -1.5436047; 49.1072228!
La Petite Blaisoterie: -1.5342414; 49.095118!
Planquais: -1.5368176; 49.0932872!
Village Gouix: -1.5435343; 49.0918329!
Village au Torel: -1.5278767; 49.0855845!
Village aux Gras: -1.5539781; 49.0873352!
Aulon: 1.69038; 46.08183!
Augeres: 1.72907; 46.08767!
Azat-Chatenet: 1.7597263; 46.0763195!
Bouton: 4.6359458; 45.0127385!
Bruyere: 4.6643594; 45.0085895!
Janaillat: 1.7455138; 46.056549!
Adon: 2.7944176; 47.7628026!
Batilly-en-Puisaye: 2.8826685; 47.6118629!
Boismorand: 2.7182205; 47.7860685!
Bonny-sur-Loire: 2.8397824; 47.5606119!
Breteau: 2.8926147; 47.6821646!
Cernoy-en-Berry: 2.6614682; 47.5391126!
Faverelles: 2.9296676; 47.5748314!
Feins-en-Gatinais: 2.8403651; 47.7460101!
La Bussiere: 2.7507866; 47.7450517!
Ousson-sur-Loire: 2.7866706; 47.5896098!
Ouzouer-sur-Trezee: 2.8079812; 47.6718144!
Saint-Martin-sur-Ocre: 2.6583734; 47.6589693!
La Croix-Avranchin: -1.3830561; 48.5452476!
Moulines: -1.0342541; 48.5455463!
Saint-Germain-des-Vaux: -1.9212675; 49.7114805!
Saint-Joseph: -1.5257744; 49.5330873!
Saint-Laurent-de-Terregatte: -1.2597116; 48.5715166!
Saussemesnil: -1.485331; 49.5703021!
Teurtheville-Hague: -1.7299283; 49.5818519!
Virandeville: -1.7243317; 49.5689423!
Contoire: 2.5537909; 49.7223674!
Clugnat: 2.1177; 46.30839!
Malleret-Boussac: 2.14186; 46.34189!
Jalesches: 2.09573; 46.30101!
Saint-Dizier-les-Domaines: 2.03435; 46.31852!
Saint-Silvain-sous-Toulx: 2.17817; 46.26201!
Nouhant: 2.3897204; 46.2845211!
Viersat: 2.42996; 46.26986!
Verneiges: 2.337291; 46.2676594!
Auge: 2.3231481; 46.2419725!
Bord-Saint-Georges: 2.2967038; 46.2604737!
Trois-Fonds: 2.2386432; 46.2408006!
Budeliere: 2.46811; 46.21961!
Chambonchard: 2.5360384; 46.1655169!
Fontanieres: 2.50026; 46.10809!
Lussat: 2.341087; 46.182785!
Saint-Julien-la-Genete: 2.47265; 46.15209!
Reterre: 2.47313; 46.10257!
Sannat: 2.4078788; 46.1198733!
Tardes: 2.34453; 46.13882!
Le Chauchet: 2.33326; 46.10724!
Saint-Julien-le-Chatel: 2.26838; 46.11764!
Saint-Loup: 2.27072; 46.13657!
La Serre-Bussiere-Vieille: 2.31965; 46.05583!
Saint-Priest: 2.34256; 46.08748!
Chenerailles: 2.1763417; 46.1119429!
Pierrefitte: 2.23174; 46.14532!
Saint-Chabrais: 2.20344; 46.13162!
Issoudun-Letrieix: 2.14238; 46.06003!
Saint-Dizier-la-Tour: 2.1527; 46.14566!
Puy-Malsignat: 2.21772; 46.03806!
Saint-Medard-la-Rochette: 2.14522; 46.04384!
